gene	Preleukemia_Control_rep1	Preleukemia_Control_rep2	Preleukemia_Control_rep3	Preleukemia_Rx1Tet2_rep1	Preleukemia_Rx1Tet2_rep2	Preleukemia_Rx1Tet2_rep3	Leukemia_Rx1Tet2_rep1	Leukemia_Rx1Tet2_rep2	Leukemia_Rx1Tet2_rep3	cluster
Mob3a	-0.7800421979290002	-0.4608623297461701	-0.4465181275461398	-1.0666297981305626	-0.7113749983597237	-0.7062009694779668	1.3499227035042878	1.5412089794421948	1.2804967382430843	3
Trim8	-1.0058231641727895	-0.4481801283283587	-0.7532905189549156	-0.7319194887792073	-0.6845264383009085	-0.4824204200838819	1.0017287292635375	1.2686773683159718	1.8357540610405612	3
P3h3	-0.9814349439409096	-0.4908742046789255	-1.030833467701773	-0.3968659052317363	0.1349346015854357	-0.3135868312515809	2.242859384281356	1.1525650808427497	-0.3167637139046133	3
Zc3h7b	-1.4593551113602192	-0.1826028223614821	-0.4432826990735149	-0.6622238254046879	-0.8651854901353795	-0.1475814672918782	1.5151531637842075	0.567698873246137	1.677379378596821	3
Micall2	-0.9340559962043234	-0.3070432366723768	-0.5836519182368354	-0.9051127997731248	-0.6875775911418878	-0.6838264938911086	0.9177493364356024	1.483722347526086	1.6997963519579706	3
Angel1	-0.5779364735725594	-0.5908586075404911	-0.599905960186579	-0.881315782050448	-0.7456699441714459	-0.8216437026282469	1.4268367338340735	1.2956022026832497	1.4948915336324484	3
Pdzk1ip1	-0.1635888021823956	-0.0630096448601572	-0.5606836419014107	-1.0195524013218975	-0.9566428208972144	-1.1441188495232877	0.9190942182960076	1.6954171991868263	1.2930847432035246	3
Tnik	-0.9553912498399372	-0.2341554227590279	-0.7099513879692797	-0.6809542632567097	-0.8854881148607187	-0.323773818842117	0.6467751903182061	0.9317823868055342	2.2111566804040512	3
Nlrc3	-0.7685713451899749	-0.6372811432699854	-0.7928970772018532	-0.6998896435509167	-0.6818023339893869	-0.6454898104611418	1.479952230492328	1.2269266495008964	1.5190524736700353	3
Heatr5a	-1.301724436971785	-0.2162480500530165	-0.3657529484059195	-0.8382904164521863	-0.9829017903639996	-0.2351940121036692	1.1351827965777042	1.1038181946929706	1.7011106630799042	3
Gm15706	0.3456847994848419	-0.3254540522618546	-0.5943818149777809	-0.6385838838728971	-1.4323372451202576	-0.8907312707729859	0.3730192877143493	1.6992163383352743	1.463567841471307	3
Ctsw	-0.4408611553654634	-0.4687199555857395	-0.4896801786679948	-0.7104531495231164	-0.8830487409554164	-0.8387070542272315	2.2634434716284724	0.8372945911724419	0.7307321715240489	3
St8sia6	-0.4793291773037344	-0.4194368887777883	-0.3899412316870627	-0.8343159182861248	-0.7656460591507919	-0.7341064712890653	2.4116952807750844	0.7945121181024885	0.4165683476169929	3
Acss2	-0.6084435716177324	-0.1257270688522511	-0.2811308136038107	-0.8867561976824219	-1.3335397461047014	-0.6811398083133245	0.8337610019528874	1.370009536913765	1.7129666673075972	3
Pak6	-0.8790873828145933	-0.4963803101678895	-0.8102697576912975	-0.5859473337171361	-0.7573044341798324	-0.5888570671889602	0.8944576849412411	1.4307158966782867	1.7926727041401798	3
Grik5	-0.5743153207273092	-0.4034950166412374	-0.5949535475327469	-0.7788257318647872	-0.8669499397016812	-0.8640853957217963	0.8005228525321563	1.5370444711314362	1.7450576285259671	3
Gm42517	0.2397584800597892	0.3471100097454818	-0.129324098080723	-1.0177929720931314	-0.8805298347736805	-1.0535103337764256	2.30491131493678	0.6208248052384178	-0.4314473712565096	3
Fads1	-0.5264344307144301	0.187522211063913	-0.4167061980136133	-0.99701092106869	-1.4005579373589163	-0.6650483528975529	0.9818611792516816	1.1636148914854798	1.672759558252111	3
Cysltr2	-0.8178342017551458	-0.515087561325391	-0.7111396780202577	-0.8665434152335437	-0.5968619634171132	-0.7065002659056481	1.293663886971907	1.5500860832416803	1.3702171154435117	3
Ighm	-0.4202609755688448	-0.4584537688644989	-0.3552452886320957	-0.0277694183933196	0.1089170461234837	-0.0297668938503135	1.5671905307175718	1.531561033419467	-1.916172264951448	3
Klra3	-0.3307581765160826	-0.4429720693711378	-0.4429720693711378	-0.4429720693711378	-0.4429720693711378	-0.4429720693711378	2.8028755333751016	-0.0279410746482945	-0.2293159353550354	3
Emid1	0.0999637757822436	-0.1617919893949947	-0.2069856515914906	-0.897011512128905	-0.6475530829444045	-1.117810062824759	1.562131072318936	-0.5544468417972506	1.9235042925806225	3
Igkv1-133	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	2.8284271247461903	-0.3535533905932738	-0.3535533905932738	3
Eef2k	-1.3525383084160454	-0.279540244598166	-0.4386707037382971	-0.8181960404283308	-0.6342005728205214	-0.4774072234199611	1.301561659013381	0.9860727736730124	1.7129186607349225	3
Ripor1	-0.8482486266036199	0.4707151194084	-0.1667330852717548	-1.151338603476916	-1.2404814192092235	-0.7186261137874466	1.1520107557105084	0.9419838626773738	1.5607181105526824	3
Nudt14	0.0417399830342981	-0.974183153106672	-0.9296682354020418	-0.750685952838959	-0.2655921019542926	-1.024751556075728	0.772796953526313	1.6099799929074663	1.5203640699096233	3
Arhgap33	-0.9050676051433666	0.3570093275635708	-0.4741704464214246	-0.6060034361117311	-0.7527048478149702	-0.5513227433736935	0.0860355360605158	0.2977455933570738	2.548478621884028	3
Klre1	-0.3649002034525027	-0.3179249483166452	-0.3206095280586715	-0.3649002034525027	-0.3649002034525027	-0.3649002034525027	2.827935697090333	-0.3649002034525027	-0.3649002034525027	3
Pacs2	-1.2392097390489616	-0.1252478765903661	-0.2781641809606013	-0.7377961882942676	-1.0345338560643846	-0.140017458129901	0.6126691557263866	0.7524151010877942	2.189885042274305	3
Cd226	-0.5859229292780228	-0.6611566606163428	-0.6054674310478032	-0.4229129182276797	-0.574961881584184	-0.3692287976112091	2.601735509312804	0.6605765051875746	-0.0426613961351366	3
Ighv2-2	-0.3942722718394052	-0.3942722718394052	-0.3942722718394052	-0.3942722718394052	-0.3942722718394052	-0.3942722718394052	2.812312077712771	-0.0524061748369332	-0.3942722718394052	3
Mdfi	-0.3163882433629375	-0.6839294268607029	-0.7094532929093751	-0.8828034665698637	-0.5235880302791717	-1.0081085954336853	1.1026350404566456	1.7084282066056586	1.3132078083534318	3
Slc9a3r2	0.1624301079480643	-0.9210871005745224	-0.4018453782560851	-0.9683727231230616	-0.6874566774622214	-1.0151383594337395	0.6607976437146584	1.412634961533087	1.758037525653818	3
Gata1	0.3075923398580792	0.3074971787858163	-0.157643420178188	-0.7701448778978366	-1.921866930677878	-0.6460987159359404	0.0236580568315944	1.4240643708232104	1.4329419983911464	3
Crebzf	-1.1652775032500071	-0.3931590303702608	0.0398485905865048	-0.5287368738456953	-1.0400978003085506	-0.245662547953615	0.7556213464799251	0.2467082253061202	2.3307555933555792	3
Slfn8	-1.2010342428919376	0.0282482635739913	-0.621313280417506	-0.7508545456831082	-0.7757130882536156	-0.707428419172922	1.5787419579636586	1.304137925540115	1.1452154293413237	3
Rcn3	0.9348667840411884	0.8961770940716719	0.3145170860665515	-0.9121398948910396	-1.3924815941437794	-1.6434522027815026	0.0875472170671018	1.227491219771434	0.4874742907983731	3
Cma1	-0.339825842434216	-0.3986164499076912	-0.3977839584322909	-0.7896775778492464	-0.7896775778492464	-0.7547420329095236	2.507003017870403	0.4541183692003671	0.5092020523114441	3
Dennd4a	-1.413753450994447	-0.161592473365434	-0.1779204530568448	-0.6451100067253571	-1.2784049855790236	-0.1409081336425085	1.218181384027643	1.2272802056185943	1.3722279137173774	3
Dnaaf5	-0.8858474207596323	-0.2328491609742248	-0.376920701166833	-0.9810359624815916	-0.9948256574325908	-0.6260247699188832	1.3043726680539087	1.5873419129108444	1.2057890917690033	3
Fcer1a	0.3456362535044301	-0.0086216636631041	0.1190847234061822	-0.9775330084411544	-0.4581480880213573	-0.9971314742460736	2.374217858375958	0.5050314208813733	-0.9025360217962533	3
Mknk2	-0.7567063714748054	-0.0991885238525624	-0.4149377574518003	-1.0370554788318824	-1.025900097846553	-0.7090946960118287	1.076172056326944	1.6503590443140992	1.3163518248283943	3
Apbb2	-0.7771761639993389	-0.708748405496742	-0.7337862511836118	-0.613743384240786	-0.590011896375395	-0.6767352793878758	0.9332483628469336	1.2048495076958003	1.962103510141016	3
Ahdc1	-0.9418868174834344	-0.48736785513936	-0.634579249269246	-0.8213227957421877	-0.7082691926376913	-0.5746307878717946	1.1327325857532835	1.3220416299197402	1.7132824824706911	3
Cxcr3	-0.4297916554627594	-0.5996212621049994	-0.3424515770038113	-0.4930163049288262	-0.5535628508770485	-0.3332273471942548	2.7680445744235365	0.0804647981753156	-0.0968383750271519	3
Ighv1-39	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	2.8284271247461903	-0.3535533905932738	-0.3535533905932738	3
Igkv16-104	-0.3743771748627864	-0.2037826791845631	-0.3743771748627864	-0.3743771748627864	-0.3743771748627864	-0.3743771748627864	2.824422903224068	-0.3743771748627864	-0.3743771748627864	3
Ighv11-2	-0.3756428288372016	-0.3756428288372016	-0.3756428288372016	-0.3756428288372016	-0.3756428288372016	-0.3756428288372016	2.823907389731544	-0.1944075878711325	-0.3756428288372016	3
BC016579	-0.7323986645439237	-0.6744194353093329	-0.638333309009718	-0.8055305764480186	-0.5621327552411037	-0.7972252670821963	1.3784874530438764	1.2015710666034998	1.629981487986917	3
Tbc1d30	-0.6695875498535538	-0.7972648903478543	-0.7027851323402737	-0.4279944919462809	-0.5512558156382853	-0.5687860450090338	0.1011651563669035	1.6325668565104547	1.9839419122579247	3
Slc39a10	-1.6959074376206629	0.2682697321583183	0.2199957501447821	-0.7837906913836862	-0.8852167151213975	-0.6082198857593416	1.3635955370223072	1.3120025326731015	0.8092711778865771	3
Ralgps1	-0.869162964903141	-0.4951049376251007	-0.4964235262503689	-0.8720378053806235	-0.4871440040941998	-0.5532209991699026	2.3228105643014167	0.6929894555264324	0.7572942175954873	3
Rcor2	0.4496940711678344	0.5431138253481492	0.0706283549808558	-1.0325358053571296	-0.7838906512253992	-1.2957606776541952	0.3421982718709581	-0.4818160528433679	2.188368663712293	3
F11r	-0.6619848489322246	-0.526631491394221	-0.6700303362300908	-0.800699129941095	-0.7356258540932465	-0.8020235313529014	1.234230287443484	1.7023757776388282	1.2603891268614689	3
Ighv1-63	-0.4156899639561914	-0.4156899639561914	-0.4156899639561914	-0.4156899639561914	-0.135191202990427	-0.4156899639561914	2.8127048357957043	-0.1833738490681284	-0.4156899639561914	3
Epb41l4b	0.3849383933483659	1.1282553902317602	0.9450848718249778	-1.3153697298832028	-1.0169700846926624	-0.2212889955651906	0.6112863835661541	1.0392435404301483	-1.5551797692603535	3
Cgas	-1.05892542431791	-1.1889340855345696	-0.6917574988224117	0.4596226127894245	-0.3276647377007761	0.2659538444304666	0.3135652380492904	-0.1140603569260766	2.342200408032566	3
Wdr6	-1.24764352134243	0.0363841095131617	-0.198747442394318	-1.160138620923319	-0.930656846614046	-0.3600233608451428	1.3882331971175537	1.0402701234632494	1.4323223620253065	3
Tns1	-1.3039826248412345	0.375945511106709	-0.5015633371812062	-1.0616834704171234	-1.0467540361875542	-0.1575130920065131	1.4810745360272055	1.025026846008769	1.189449667490941	3
Havcr2	-0.7182613303838966	-0.6662862171598679	-0.594872289407777	-0.7072762567230436	-0.7209787028960614	-0.7403161123072682	1.8099033819335577	0.935489204389954	1.402598322554403	3
Maml2	-0.6895147454046269	-0.5077686422532431	-0.721634994628479	-0.4749167741223523	-0.6125383257223274	-0.7957095860111708	0.2590405974356055	2.061696581062352	1.481345889644244	3
Llgl2	-0.532198447776479	-0.4279812127421315	-0.6421817795102849	-1.0810563124443615	-0.7168091082902256	-0.4707667232324772	0.8193785904416429	0.8589035341387933	2.192711459415526	3
Ctla2a	-0.3578075466658	-0.5622507748961212	-0.6516770892810356	-0.674112403191844	-0.8311797789298245	-1.076367310241657	1.46825415409017	1.524984972525398	1.1601557765907144	3
Cd2	-0.5648961041206143	-0.4798418232452204	-0.4642676247437662	-0.5697218765528156	-0.4946496326519781	-0.5751655018389392	2.019649514456666	1.7087452702348098	-0.5798522215381419	3
Ttyh2	-0.1584494312630717	0.2545631893924921	0.204829466790251	-1.0153319504076783	-1.181419921432617	-1.171973889611084	2.130496797271541	0.2568734549687866	0.6804122842913796	3
Dnmt3a	-1.6111405596730648	-0.5151329537757792	-0.4550269016945287	-0.5748487237852534	-0.4392552644604489	-0.2374074646096192	1.2398022735392995	0.8205336569037808	1.7724759375556145	3
Ighv1-80	-0.2054286402044586	-0.4691174758901619	-0.4691174758901619	-0.4691174758901619	-0.4691174758901619	-0.4691174758901619	2.7503829718084805	0.2697505237369491	-0.4691174758901619	3
Myo1e	-0.5651930350594457	-0.4229406157751734	-0.6190699092140263	-0.692964297944614	-0.8975891254974762	-0.9437170817340362	1.0396475192172363	1.392117957602348	1.709708588405188	3
Epb41l2	-1.7051731517983535	-0.436478427262599	-0.3093612725321293	-0.4066909249455223	-0.2434876729012479	0.0758970432662705	0.2455657735482571	0.4810259349553432	2.2987026976699814	3
Igkv4-79	-0.3967199729170827	-0.3967199729170827	-0.3967199729170827	-0.3967199729170827	-0.3967199729170827	-0.3967199729170827	2.810194584468916	-0.0331547740493366	-0.3967199729170827	3
Ppfibp1	-1.413630683429091	-0.6113221676261616	-0.1066511655830621	-0.6116289966715391	-0.5688378193924029	-0.5959453539177374	1.4076941984267255	0.7724928617525775	1.727829126440691	3
Ispd	-0.7544839121739659	-0.4355568491135126	-0.5675719792182812	-0.589623068303924	-0.9011978628148536	-0.906353796270765	1.1964502104426995	1.734358147270974	1.22397911018163	3
AC158975.2	-1.1758000659347478	-0.2629952429353716	-0.8802650841983432	-0.5897612866278724	-0.4717737302597735	-0.1853669777200439	1.1321373426382697	0.2357845474406731	2.198040497597212	3
Tmem18	-0.8263225043450323	-0.6120005184441328	-0.5699239097168844	-0.9496125437019024	-0.6140585571021475	-0.4054139609656277	0.5617465202917096	1.5938418071741305	1.8217436668098883	3
Tpsb2	-0.3770202981714586	-0.3770202981714586	-0.3770202981714586	-0.3770202981714586	-0.3770202981714586	-0.3503333580993695	2.826553623568082	-0.2607102676508818	-0.3304085069605377	3
Dennd2c	-0.8385202774885775	-0.3901573706538192	-0.5500388864066577	-0.6627475912479399	-1.1377217741936951	-0.3809097181300819	0.639652504667632	1.804364218165507	1.5160788952876336	3
Ighg2c	-0.486209155419357	-0.486209155419357	-0.486209155419357	-0.486209155419357	-0.486209155419357	-0.486209155419357	2.583043765599619	0.8204203223358797	-0.486209155419357	3
Fam222a	-0.3695126657026626	-0.4955036018793071	-0.6703289316491272	-0.8472730295270517	-0.6348101816204526	-0.934605532088082	1.7503906137236216	0.5148316193066295	1.686811709436431	3
Syk	-1.3758446935084867	-0.796116274324147	-0.6455268684864294	-0.5266361397382027	-0.291954049662807	-0.3803699783472579	1.0649997292872602	1.3031939585674928	1.648254316212571	3
2310015A10Rik	-0.4741524262267297	-0.2297786001353216	-0.6247239885342736	-0.9432087992991368	-0.9153741325200762	-0.9250795658612924	1.2859554225106808	1.63782930818071	1.1885327818854394	3
Igkv4-55	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	2.82842712474619	-0.3535533905932737	-0.3535533905932737	3
Prkar2b	-0.9088724835017064	-0.4381473341299993	-0.5768908880324632	-0.676045189220095	-0.9795251761674868	-0.5996230011914028	1.576014357370341	1.2764358253342278	1.326653889538582	3
Tmtc2	-0.7127679770494129	-0.5443060936293045	-0.6526199133934544	-0.6205968475079232	-0.7059156972915042	-0.6457659625299054	0.3177267448982857	1.6914733182750097	1.8727724282282088	3
Dnajb2	0.3536167979870481	0.4141352678131489	0.2086249886267843	-1.3703012794350604	-1.296651847635942	-1.1414229703621217	0.6975704857721932	1.786084062026144	0.3483444952077981	3
Neurl1a	-0.544475649212726	-0.56172439284715	-0.7127797715113734	-0.6749980306549441	-0.5877334623094682	-0.7583563173694259	0.4959404808954925	2.2492332034679747	1.0948939395416195	3
Tle6	-0.7878716008425815	-0.5956452538438511	-0.6702345192446588	-0.9476810559730792	-0.4431505661701349	-0.7520537567239169	1.2282719030182796	1.5058306554586005	1.4625341943213432	3
B3gnt7	-0.5608175601916524	0.0971829955379171	-0.274100614095749	-1.2396241061241018	-0.9386496415501616	-1.009869049511144	1.3219864622269497	1.188880072862148	1.4150114408457954	3
Pkn3	-0.8366731128273165	-0.8725710312992517	-0.7733621760396245	-0.6324239759756176	-0.1546355212546318	-0.5371346798865159	0.3411426928642678	1.5022290295267968	1.9634287748918904	3
Bcl9l	-0.8210602331688167	-0.7418691850727045	-1.0297878849042326	-0.4664678922026755	-0.4386264007394842	-0.4866554456060004	0.7169887453637658	1.3051603054495422	1.962317990880604	3
Hspa1a	-0.0376580608279846	-0.8206848595512785	-0.853752662816522	-0.1095908768845834	-0.1128812988853168	-0.6113407057674183	-0.0725249825146051	-0.0627012921678325	2.6811347394155405	3
Eid2	0.6310605576324337	0.1586613822187024	0.2316366461968494	-1.0284525376173212	-1.1072282334691317	-0.964821047185181	1.28509395574106	-0.8955815207441307	1.68963079722672	3
Hlcs	-1.0335906910582295	-0.0442437210611004	-0.0738151207237321	-0.8817869983282377	-1.201875561952109	-0.5274057417505024	1.9383849981175223	0.8758169986696659	0.9485158380867184	3
Foxd2	-0.5976037936260192	-0.5025925739282946	-0.6189956682155263	-0.916175411477877	-0.7176121416599752	-0.8526686601513038	1.306940532831452	1.53985134518202	1.358856371045522	3
Ighg3	-0.5050041080822599	-0.5126063182004884	-0.525715086110746	-0.525715086110746	-0.525715086110746	-0.525715086110746	2.2990068929337024	1.3471789639027771	-0.525715086110746	3
Tab2	-1.5823901540120011	-0.5378593552263913	-0.6499054923378801	-0.1773108846539635	-0.7148997530237666	0.0259837905174747	1.4705713406757044	0.4774186914130298	1.6883918166477967	3
Itm2c	-0.483040599334948	-1.2108097450012605	-0.8672530083023093	-0.3375238216500169	0.8422072226332048	-0.25735602721161	2.0436209586190213	0.9854120941631768	-0.7152570739152578	3
Fry	-0.7958860443413152	-0.539515763007736	-0.5381416662867503	-0.7555029304680344	-0.7727481287229789	-0.3317791651764596	0.6292914884500773	0.7479029142045422	2.356379295348656	3
Bicd2	-1.3274514978130914	-0.2971521485410075	-0.4272256838831655	-0.8043214461497362	-0.6936815646817159	-0.1722854820458969	1.207691593742129	0.4859954637313516	2.028430765641136	3
Ighv5-17	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	-0.3535533905932738	2.8284271247461903	-0.3535533905932738	-0.3535533905932738	3
Pf4	-0.0808350173127089	0.0980118584533506	-0.3438566938326579	-1.1549588139185538	-0.7380690394981637	-1.495841203837431	1.3209990015524362	1.45941258949233	0.9351373189014004	3
Ccnd3	-0.5309886527298779	-0.5213095304064439	-0.6011516062848964	-0.8920469471013596	-0.6202942258396188	-0.8822799562121018	0.6872211434890872	1.735402435053157	1.6254473400320544	3
Tln1	-1.3310895151864022	-0.4762281404331694	-0.6782064619757826	-0.5536157348673045	-0.4980797859751605	-0.1661725636347513	0.6432262296865088	0.8731170784289612	2.187048893957098	3
Rab38	0.0672703055434735	-0.3175063065137096	-0.5330433847781982	-0.8551201646514438	-0.6863384312733439	-1.2636026079415252	0.1896587712540495	1.6939924754829088	1.7046893428777905	3
Nuak1	-0.6083831902998326	-0.2926025603623455	-0.5545086910150708	-0.7223679344278047	-0.7945132943728058	-0.6025585672096504	2.471257678762553	0.599085630040493	0.5045909288844631	3
Hmgn1	0.4916978060645902	0.7611541992508254	0.6182517546920175	-0.4772042729900024	-2.144524538281424	-1.1781238739427298	0.1695851254888819	0.9337542755845456	0.8254095241332928	3
Clba1	-0.8128556358990326	-0.7124616088990924	-0.4593329408942408	-0.4114311268809689	-0.6010750413416112	-1.0230820792453283	0.6870740854718023	1.576164756272843	1.756999591415631	3
Vcl	-1.7222682382402132	0.2538156963351457	0.0209157860839129	-0.7147170545561761	-1.1837262610746742	0.0211079562739673	0.6407968384263955	1.1942071122419622	1.4898681645096832	3
Slc25a1	0.7164264131941309	-0.0511618707936515	-0.324040517916498	-1.001595600130901	-1.3514574213321178	-1.0913604746118892	0.159852263384168	1.4966195566561935	1.4467176515505518	3
Enho	-0.6413287121325659	-0.7330951963233941	-0.6433254110106549	-0.6703257768835496	-0.7372161058697609	-0.7664503125348703	1.1538077027914382	1.7549095666228272	1.2830242453405305	3
Sdc3	-0.6256905805792004	-0.3054365387214082	-0.1976320527544472	-0.5247836573018619	-0.3591683634810504	-0.2367140337980373	2.7992081026629374	-0.1544102186914589	-0.3953726573354728	3
Igkv3-4	-0.3651050084765923	-0.3651050084765923	-0.2714867685376646	-0.3651050084765923	-0.3651050084765923	-0.3651050084765923	2.82722182787381	-0.3651050084765923	-0.3651050084765923	3
Gpr65	-0.9332784636556428	-1.3852057958496906	-0.7897801529170049	-0.1935088937012785	0.1163168480596143	-0.3053205755256825	0.7513591509879508	0.619541684609529	2.1198761979922045	3
Arhgap10	-0.9330176653592462	-0.7077240541736121	-0.8358174502945646	-0.6618243335032366	-0.5521507915816251	-0.4809173383270879	1.2374907369389263	1.2216196289775114	1.7123412673229343	3
Slc7a8	-0.7026347828601333	-0.5936743079254689	-0.6760144900483658	-0.7278403200185741	-0.6551887395042745	-0.8255405374296422	1.7441101884373986	1.067655675258932	1.369127314090128	3
Igkv4-58	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	2.82842712474619	-0.3535533905932737	-0.3535533905932737	3
Stox1	-0.7080029278831563	-0.5890647829210938	-0.5731722345616779	-0.7316069082396616	-0.6218544707129272	-0.716573326834183	0.9501974986454684	0.7827804888675404	2.2072966636396893	3
Hid1	-0.5733374649362005	-0.5837062812497494	-0.5571133564104175	-0.5970504560088861	-0.6179769096612503	-0.5970486044148258	2.162268441593149	1.4943121505776298	-0.1303475194894493	3
Igkv4-70	-0.4020057278554421	-0.4020057278554421	-0.4020057278554421	-0.4020057278554421	-0.4020057278554421	-0.4020057278554421	2.805113201632857	0.0089268933552381	-0.4020057278554421	3
Arap3	-0.1700554889975983	0.3217430245008286	0.0251363767903195	-1.0768223542723347	-1.5805792668714704	-0.9142438851487272	1.726970972240173	0.830759150626453	0.8370914711323617	3
Igkv17-121	-0.3647300960108097	-0.3647300960108097	-0.3647300960108097	-0.3647300960108097	-0.3647300960108097	-0.2741891057568623	2.827299777832529	-0.3647300960108097	-0.3647300960108097	3
Tnfsf4	-0.594826823904298	-0.3527734030756581	-0.5902925502109287	-0.5935964254587421	-0.8010490496734044	-0.815645121023562	1.4409074117765397	0.2113009735710072	2.0959749879990457	3
Ighv1-52	-0.4193137891770837	-0.4193137891770837	-0.4193137891770837	-0.4193137891770837	-0.4193137891770837	-0.4193137891770837	2.783186021542862	0.1520105026967241	-0.4193137891770837	3
Hif1a	-1.3720456824394305	-0.7520906721100675	-0.0406160881172886	-0.3394635290402893	-0.6688939024833521	-0.3713511077095703	0.2506002603915393	1.2214396456798964	2.072421075828567	3
Ighv2-9	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	2.82842712474619	-0.3535533905932737	-0.3535533905932737	3
Igkv3-10	-0.3711556806546623	-0.3711556806546623	-0.3711556806546623	-0.3711556806546623	-0.3711556806546623	-0.3711556806546623	2.8255882017896368	-0.2274984372070004	-0.3711556806546623	3
Ggn	-1.1474729778650443	-0.446650505213138	-0.9742619569458576	-0.653836014921336	-0.5874063143405628	-0.1717438934078486	0.817194932896241	1.4106761337063898	1.7535005960911565	3
Zfyve16	-1.4517570738201158	-0.562237720191783	-0.1808862965338853	-0.5574396928253074	-0.880874543510082	-0.3459475416994072	1.2201062724941958	1.2338975015677505	1.5251390945186305	3
Il27ra	-0.6694603236678007	-0.293432043169883	-0.455466825503958	-0.8323918111872863	-0.9780421384422678	-0.8909249014700708	1.3572033839252302	1.661735584372054	1.1007790751439828	3
Tmem63b	-0.4986625066402023	0.117135022195707	-0.0597170790223307	-1.422769102855634	-0.7386487035331459	-0.9757045117146568	1.115665195553171	0.5476048322914778	1.91509685372561	3
Zmat3	-0.2920899935503962	0.1840132356135291	-0.4497987519270388	-0.901532951310998	-0.999835502063673	-0.7502121787733713	1.2407113457647123	-0.2043054306005369	2.173050226847776	3
Armcx6	-0.2387359212288488	0.6087888857739986	-0.0833542752278394	-1.0645909556878894	-1.2531421403605625	-0.970536825816364	-0.0936832268916621	1.7932853547519585	1.3019691046872075	3
Arap2	-1.0548639334825705	-0.4560488799602304	-0.4208725137619761	-0.8865536494782691	-0.8587939540254612	-0.2158534794656267	1.367580919578987	0.6020452481583708	1.9233602424367744	3
Fnbp1l	-1.025011134599524	-0.4551793978209968	-0.4734608759160584	-0.7107267964932169	-0.7421135998326132	-0.6915801723172543	1.1131986614501113	1.111710532488217	1.873162783041336	3
Pcgf2	0.7449867606784515	-0.310135946916778	-0.8434392005714787	-1.0575659900924976	-0.753686532364645	-1.2956512513170224	1.005308720569343	1.490743245953004	1.0194401940616256	3
Fyb	-0.8879489222270294	-0.3887988907067567	-0.8632514492802228	-0.666305979656813	-0.8888389556147596	-0.4363753882937299	1.4704475101097254	1.024032313207123	1.6370397624624635	3
Kif13a	-1.5899133624818718	-0.1701955392214927	-0.668003414967804	-0.6034717172832854	-0.4239563098337877	0.0441390234701282	0.854738518895149	0.4261944338900135	2.130468367532953	3
Igkv4-86	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	-0.3535533905932737	2.82842712474619	-0.3535533905932737	-0.3535533905932737	3
Fermt3	-0.6738436475784967	-0.7897053785436546	-0.7918118922955246	-0.6634650197098184	-0.5625164070407395	-0.6437810448798774	0.9450320729723536	1.2945008267400897	1.8855904903356695	3
Rasa1	-1.3479575543105384	-0.3131462128542189	-0.2493328712230211	-0.7987366107149484	-0.8240517474317366	-0.4678004473755208	1.0996490782205883	1.2653725288221958	1.6360038368671963	3
Rhobtb3	-0.8903657608109481	-0.2131461605479113	0.0841860238931057	-0.5134038775799544	-0.9368921757697588	-0.6703613470118645	2.147452908015628	1.3506313734280788	-0.3581009836163736	3
Tedc1	-1.259054572520942	-0.3980791192499487	-0.2428530261996902	-0.8345889534503567	-0.5168447285838912	-0.3824454391181507	1.0415550450929716	0.3899184636119581	2.202392330418044	3
Gadd45g	-0.7027134492739205	-0.7315462781568676	-0.8474940541410105	-0.6332883186967221	-0.4837676533060848	-0.580294344115981	0.6542528810212999	1.258943094645555	2.0659081220237323	3
Kif2a	-1.071180315701514	-0.2618701679978802	-0.4000728015257175	-0.4774480853334857	-0.9513387772782824	-0.6313982236718471	0.7867622958603634	0.8127594329755682	2.1937866426727965	3
Igkv1-99	-0.3856889658108758	-0.3856889658108758	-0.3856889658108758	-0.1187932669667832	-0.3856889658108758	-0.3856889658108758	2.818616027642914	-0.3856889658108758	-0.3856889658108758	3
Nfkb1	-1.7935801273388037	-0.7168266509500462	-0.4962713966715518	-0.3474500507973367	-0.1062732499002002	0.0862017923868089	0.6423753906646282	0.7578742509687415	1.9739500416377425	3
Igkv10-94	-0.2999284037445983	-0.3566003464464801	-0.466819129034806	-0.466819129034806	-0.466819129034806	-0.466819129034806	2.7644381788800345	0.2261862164850743	-0.466819129034806	3
Kank2	-1.1767125552301425	-0.794143706714101	-0.5416738740959549	-0.5925098222096428	-0.2453381228468205	-0.1626040566789253	0.0551441001398792	1.3599941163334468	2.09784392130226	3
